applicant_id,age,gender,region,education,employment,employment_years,monthly_income,loan_amount,loan_duration,interest_rate,loan_purpose,credit_score,dependents,previous_loans,repayment_history,collateral,debt_to_income_ratio,loan_status
100222,46,Female,Southeast Asia,Postgraduate,Small Business,2,49854,16502,12,17.24,Agriculture,362,3,2,Average,No,0.028,0
100223,21,Female,South Asia,Secondary,Salaried,9,8889,29904,18,15.76,Medical,745,0,3,Average,Yes,0.28,1
100224,63,Male,Sub-Saharan Africa,Secondary,Salaried,9,32055,52465,6,20.97,Housing,432,0,4,Good,Yes,0.136,0
100225,50,Male,Southeast Asia,Postgraduate,Salaried,15,15624,127739,18,16.78,Agriculture,664,1,0,Good,No,0.681,0
100226,63,Female,Latin America,Secondary,Self-employed,28,44542,26123,24,18.47,Housing,486,1,2,Good,No,0.049,1
100227,35,Female,Latin America,Primary,Salaried,28,22835,123845,12,21.89,Medical,356,4,3,Average,No,0.452,0
100228,23,Male,Southeast Asia,Postgraduate,Self-employed,15,41852,84123,36,23.29,Business,610,5,2,Poor,No,0.168,0
100229,40,Female,Southeast Asia,Secondary,Farmer,19,20016,51062,12,15.08,Education,829,5,1,Average,No,0.213,1
100230,39,Female,Latin America,Secondary,Small Business,23,23890,146844,24,24.13,Housing,710,2,1,Good,No,0.512,1
100231,47,Female,Sub-Saharan Africa,Secondary,Farmer,9,8238,128628,18,16.1,Education,790,3,3,Poor,Yes,1.301,1
100232,21,Female,South Asia,Graduate,Small Business,11,43175,108469,36,22.35,Agriculture,531,2,0,Average,Yes,0.209,0
100233,33,Female,Latin America,Secondary,Farmer,7,36961,84473,12,27.59,Education,341,1,3,Good,Yes,0.19,1
100234,53,Female,Latin America,Secondary,Self-employed,19,11840,93185,6,12.18,Housing,771,5,3,Good,Yes,0.656,0
100235,63,Male,Latin America,Graduate,Self-employed,8,26443,87675,6,16.77,Medical,744,2,5,Good,No,0.276,0
100236,44,Male,South Asia,Graduate,Self-employed,2,30248,25437,12,18.21,Medical,439,2,0,Good,No,0.07,0
100237,31,Female,Sub-Saharan Africa,Secondary,Salaried,22,12757,137145,18,21.41,Housing,662,0,3,Average,No,0.896,0
100238,25,Male,South Asia,Primary,Salaried,29,11336,34215,6,20.57,Medical,831,4,3,Good,Yes,0.252,1
100239,63,Male,South Asia,Primary,Small Business,27,24098,11820,6,23.45,Education,426,0,4,Poor,No,0.041,1
100240,52,Female,South Asia,Graduate,Small Business,7,26008,125985,36,21.95,Housing,680,2,3,Good,Yes,0.404,0
100241,55,Male,Sub-Saharan Africa,Graduate,Self-employed,14,18574,30854,6,21.33,Business,684,2,2,Poor,Yes,0.138,1
100242,39,Female,Latin America,Graduate,Salaried,19,36092,124247,18,17.63,Housing,747,2,5,Good,Yes,0.287,1
100243,21,Female,South Asia,Primary,Self-employed,29,45743,123927,12,15.25,Housing,846,1,2,Good,Yes,0.226,1
100244,35,Female,Southeast Asia,Postgraduate,Salaried,19,11969,34328,6,17.66,Business,605,3,4,Good,No,0.239,1
100245,39,Female,Southeast Asia,Secondary,Self-employed,21,42082,60911,6,12.19,Medical,833,2,2,Poor,Yes,0.121,0
100246,24,Female,Sub-Saharan Africa,Secondary,Self-employed,19,36830,78352,18,15.23,Housing,813,0,4,Average,Yes,0.177,0
100247,45,Male,Sub-Saharan Africa,Primary,Farmer,17,36382,67158,24,17.28,Medical,459,0,2,Good,Yes,0.154,0
100248,56,Male,South Asia,Secondary,Small Business,18,16949,139613,6,24.57,Business,714,5,4,Average,Yes,0.686,0
100249,28,Male,Southeast Asia,Postgraduate,Self-employed,15,45546,102522,18,12.36,Education,529,3,3,Poor,Yes,0.188,0
100250,46,Male,Latin America,Primary,Salaried,16,27922,28659,24,12.24,Agriculture,459,4,0,Good,No,0.086,0
100251,56,Male,Sub-Saharan Africa,Secondary,Salaried,29,8688,127233,36,25.86,Agriculture,452,2,5,Good,No,1.22,1
100252,38,Male,Southeast Asia,Postgraduate,Farmer,7,36733,58630,6,18.15,Business,481,1,4,Average,Yes,0.133,0
100253,48,Male,South Asia,Graduate,Self-employed,8,40557,119555,36,12.32,Education,744,5,2,Good,Yes,0.246,1
100254,53,Female,South Asia,Graduate,Salaried,16,22122,102465,18,27.73,Medical,756,4,0,Poor,No,0.386,0
100255,56,Male,Sub-Saharan Africa,Primary,Self-employed,11,37437,105289,12,16.77,Medical,648,4,5,Average,Yes,0.234,0
100256,25,Female,Latin America,Primary,Salaried,4,32729,13502,36,25.6,Business,734,1,2,Good,No,0.034,0
100257,56,Female,Sub-Saharan Africa,Graduate,Salaried,26,38183,33774,6,22.38,Agriculture,713,3,3,Good,No,0.074,0
100258,48,Male,South Asia,Primary,Salaried,5,34594,50539,24,13.18,Medical,794,2,3,Poor,No,0.122,0
100259,37,Female,Latin America,Primary,Salaried,13,27527,142820,6,12.68,Agriculture,363,4,4,Average,No,0.432,1
100260,34,Male,Sub-Saharan Africa,Primary,Small Business,2,42938,142531,36,24.1,Business,790,3,4,Average,Yes,0.277,1
100261,49,Male,Latin America,Secondary,Salaried,27,22012,20146,6,23.03,Agriculture,593,1,0,Poor,Yes,0.076,0
100262,35,Male,Sub-Saharan Africa,Primary,Farmer,1,21197,145322,12,13.79,Agriculture,745,0,1,Good,Yes,0.571,0
100263,23,Female,South Asia,Primary,Small Business,29,40434,7047,24,25.07,Housing,430,2,2,Good,No,0.015,1
100264,23,Female,Sub-Saharan Africa,Graduate,Self-employed,18,42167,75974,36,22.5,Housing,578,0,2,Good,No,0.15,0
100265,39,Female,Latin America,Postgraduate,Salaried,19,36842,115151,6,20.25,Housing,366,4,1,Good,Yes,0.26,1
100266,53,Female,Latin America,Secondary,Salaried,20,43369,141993,36,25.98,Medical,465,5,1,Poor,No,0.273,1
100267,56,Male,Latin America,Secondary,Salaried,11,15886,107084,24,16.47,Business,615,2,1,Poor,No,0.562,1
100268,46,Male,Southeast Asia,Graduate,Farmer,29,36653,64856,12,23.42,Business,639,2,5,Good,No,0.147,1
100269,59,Female,South Asia,Postgraduate,Farmer,23,31679,65992,12,26.82,Agriculture,542,5,2,Average,No,0.174,0
100270,36,Male,Sub-Saharan Africa,Postgraduate,Small Business,12,6269,57260,18,22.93,Housing,849,0,0,Poor,No,0.761,1
100271,44,Male,Sub-Saharan Africa,Postgraduate,Farmer,12,45892,95852,12,19.01,Medical,790,0,0,Good,No,0.174,0
100272,49,Female,Latin America,Secondary,Self-employed,8,46463,5495,24,26.56,Business,535,3,3,Good,Yes,0.01,0
100273,60,Female,South Asia,Postgraduate,Small Business,8,19908,119074,36,20.54,Medical,818,5,2,Average,Yes,0.498,1
100274,47,Female,Sub-Saharan Africa,Postgraduate,Small Business,4,23313,36429,12,19.46,Business,848,5,4,Good,Yes,0.13,0
100275,27,Female,Sub-Saharan Africa,Graduate,Farmer,16,11824,124639,12,24.84,Business,743,3,2,Average,Yes,0.878,0
100276,29,Female,South Asia,Postgraduate,Farmer,11,24000,94658,12,16.67,Agriculture,830,2,4,Good,No,0.329,0
100277,59,Female,South Asia,Primary,Self-employed,23,13649,118698,6,22.77,Business,694,3,2,Good,No,0.725,0
100278,24,Male,Sub-Saharan Africa,Secondary,Small Business,22,7909,22557,18,24.83,Education,819,3,3,Good,Yes,0.238,0
100279,57,Male,South Asia,Secondary,Salaried,25,22338,95777,12,18.21,Education,802,4,5,Average,Yes,0.357,0
100280,54,Female,South Asia,Graduate,Farmer,22,31826,51325,12,21.23,Agriculture,771,5,5,Good,No,0.134,1
100281,27,Female,Latin America,Secondary,Farmer,6,23715,142313,18,17.91,Medical,584,4,2,Good,No,0.5,0
100282,24,Female,Latin America,Secondary,Small Business,9,7133,32631,12,21.45,Housing,675,4,2,Average,No,0.381,0
100283,29,Female,Latin America,Primary,Salaried,3,6270,41200,36,24.04,Education,642,0,5,Good,Yes,0.548,1
100284,22,Female,Southeast Asia,Graduate,Salaried,11,6109,69375,24,19.8,Agriculture,634,4,1,Average,Yes,0.946,0
100285,47,Female,Southeast Asia,Graduate,Small Business,16,28134,116201,6,27.34,Business,431,5,4,Average,Yes,0.344,0
100286,52,Male,Sub-Saharan Africa,Graduate,Small Business,25,42222,71377,12,17.57,Housing,357,3,0,Poor,Yes,0.141,1
100287,40,Female,Sub-Saharan Africa,Graduate,Salaried,7,10515,57556,36,20.84,Education,523,1,1,Good,No,0.456,1
100288,41,Male,South Asia,Graduate,Small Business,13,46028,6378,12,18.37,Business,346,3,3,Average,Yes,0.012,0
100289,37,Female,South Asia,Secondary,Farmer,17,8728,124060,12,21.39,Business,779,3,0,Good,Yes,1.185,1
100290,62,Female,Southeast Asia,Secondary,Small Business,2,33489,22839,36,20.04,Business,689,5,2,Average,Yes,0.057,0
100291,63,Female,Latin America,Secondary,Small Business,6,8495,117876,36,18.46,Housing,643,1,0,Good,No,1.156,0
100292,33,Male,Southeast Asia,Postgraduate,Self-employed,5,17168,36140,36,16.61,Medical,630,4,0,Good,No,0.175,1
100293,44,Male,South Asia,Secondary,Farmer,1,37894,37774,12,22.93,Medical,374,1,5,Good,No,0.083,0
100294,26,Female,Southeast Asia,Primary,Small Business,1,27963,32225,24,17.87,Housing,785,3,2,Good,Yes,0.096,1
100295,46,Female,Southeast Asia,Secondary,Farmer,0,30258,25212,36,22.36,Education,733,0,3,Good,Yes,0.069,0
100296,52,Female,Latin America,Primary,Small Business,24,39774,102084,36,20.06,Business,510,2,1,Average,No,0.214,0
100297,22,Male,Sub-Saharan Africa,Primary,Salaried,17,19121,87218,36,13.17,Education,807,0,4,Average,No,0.38,0
100298,25,Female,Southeast Asia,Primary,Self-employed,21,46520,47309,24,17.54,Medical,513,0,3,Average,No,0.085,0
100299,25,Female,Southeast Asia,Graduate,Small Business,20,13439,50326,6,25.02,Housing,481,1,2,Good,No,0.312,0
100300,34,Female,South Asia,Primary,Small Business,26,39397,7035,6,24.23,Agriculture,312,1,4,Good,Yes,0.015,1
100301,26,Male,Latin America,Graduate,Self-employed,28,42045,122829,6,26.59,Medical,355,0,5,Average,No,0.243,1
100302,40,Female,Latin America,Primary,Self-employed,26,26344,62448,36,13.1,Business,341,1,3,Good,No,0.198,0
100303,54,Female,South Asia,Primary,Small Business,3,6473,61690,24,24.28,Housing,416,0,5,Good,No,0.794,1
100304,37,Female,Sub-Saharan Africa,Graduate,Small Business,26,14604,17295,6,19.9,Agriculture,628,3,3,Good,No,0.099,0
100305,23,Female,South Asia,Postgraduate,Salaried,11,16291,88134,12,18.8,Medical,533,5,2,Good,No,0.451,0
100306,53,Female,Latin America,Graduate,Farmer,29,14545,21182,18,18.14,Medical,485,5,1,Good,No,0.121,0
100307,29,Male,Southeast Asia,Secondary,Small Business,3,19332,74819,18,19.73,Business,302,0,2,Good,Yes,0.323,0
100308,26,Male,Latin America,Postgraduate,Salaried,8,37759,136942,18,24.51,Education,429,1,1,Good,No,0.302,0
100309,29,Male,Sub-Saharan Africa,Postgraduate,Self-employed,13,35106,86418,12,26.72,Agriculture,381,3,5,Good,Yes,0.205,1
100310,38,Female,Sub-Saharan Africa,Graduate,Salaried,19,27787,7423,24,26.36,Business,448,2,0,Average,No,0.022,0
100311,60,Female,Latin America,Graduate,Small Business,4,34591,46107,12,15.29,Housing,317,0,5,Good,No,0.111,0
100312,28,Male,Sub-Saharan Africa,Postgraduate,Salaried,14,47224,104396,24,23.16,Medical,640,4,4,Poor,No,0.184,0
100313,37,Male,Latin America,Postgraduate,Self-employed,29,26923,21756,24,27.6,Education,671,4,4,Good,Yes,0.067,0
100314,45,Female,Latin America,Graduate,Salaried,10,10340,106590,18,21.72,Education,775,4,3,Good,No,0.859,1
100315,45,Male,Latin America,Postgraduate,Farmer,16,30517,44957,12,17.68,Education,306,3,5,Poor,No,0.123,1
100316,29,Female,Latin America,Primary,Farmer,23,29197,18014,36,24.74,Agriculture,638,0,3,Poor,No,0.051,0
100317,29,Male,Southeast Asia,Graduate,Self-employed,25,28943,59690,24,25.71,Business,342,1,2,Average,No,0.172,1
100318,24,Male,Southeast Asia,Graduate,Farmer,2,18059,23089,36,12.95,Housing,810,3,1,Good,No,0.107,0
100319,35,Female,Sub-Saharan Africa,Primary,Farmer,23,28680,95760,36,17.46,Business,476,5,2,Good,No,0.278,0
100320,30,Female,Latin America,Secondary,Salaried,6,32011,127898,18,21.64,Medical,629,0,0,Good,No,0.333,0
100321,35,Female,South Asia,Primary,Farmer,14,35708,14633,18,25.35,Education,398,0,0,Average,No,0.034,0
100322,37,Female,Latin America,Postgraduate,Small Business,5,19080,5210,24,16.25,Medical,405,5,1,Poor,No,0.023,1
100323,58,Male,Latin America,Postgraduate,Small Business,20,41574,127493,12,26.57,Education,788,5,2,Poor,Yes,0.256,1
100324,57,Female,Latin America,Postgraduate,Farmer,3,30981,38477,12,17.71,Education,424,0,3,Good,No,0.103,0
100325,23,Male,South Asia,Postgraduate,Small Business,13,31521,20844,36,16.18,Business,503,2,4,Good,No,0.055,0
100326,39,Female,Latin America,Secondary,Farmer,16,33242,132685,12,12.01,Business,575,2,2,Good,No,0.333,1
100327,41,Female,Southeast Asia,Secondary,Self-employed,23,19003,149489,18,16.49,Medical,670,0,1,Good,No,0.656,0
100328,59,Male,Sub-Saharan Africa,Primary,Small Business,5,16672,143493,24,23.67,Agriculture,758,5,5,Good,Yes,0.717,0
100329,21,Male,Sub-Saharan Africa,Primary,Small Business,17,16144,109292,24,21.99,Education,628,5,5,Poor,No,0.564,1
100330,44,Female,Latin America,Postgraduate,Small Business,10,14318,112467,36,19.03,Agriculture,633,4,2,Good,No,0.655,0
100331,38,Male,Sub-Saharan Africa,Secondary,Self-employed,18,27016,109905,18,22.68,Medical,683,2,2,Average,No,0.339,0
100332,37,Female,Sub-Saharan Africa,Postgraduate,Salaried,24,47259,118145,36,20.35,Medical,689,2,0,Good,No,0.208,1
100333,52,Male,South Asia,Secondary,Farmer,21,29329,49160,6,18.78,Business,673,4,5,Average,Yes,0.14,0
100334,49,Male,South Asia,Graduate,Salaried,23,33964,53032,6,14.04,Medical,443,1,2,Average,Yes,0.13,1
100335,22,Female,Southeast Asia,Secondary,Self-employed,16,41811,136795,6,18.15,Business,735,5,3,Good,No,0.273,0
100336,61,Male,Sub-Saharan Africa,Graduate,Small Business,24,38685,110231,18,13.4,Housing,626,3,2,Good,Yes,0.237,0
100337,23,Female,Sub-Saharan Africa,Primary,Small Business,1,16812,95859,36,21.75,Agriculture,689,1,0,Good,No,0.475,1
100338,27,Female,Latin America,Primary,Self-employed,6,49431,82818,24,25.96,Education,470,2,2,Poor,Yes,0.14,1
100339,42,Male,South Asia,Primary,Small Business,12,6839,142561,6,14.11,Business,554,4,0,Good,Yes,1.737,0
100340,58,Male,Southeast Asia,Secondary,Salaried,27,30464,46014,6,22.78,Agriculture,330,4,3,Average,No,0.126,1
100341,28,Male,Latin America,Secondary,Self-employed,23,38665,139825,12,15.42,Housing,603,3,4,Good,Yes,0.301,1
100342,55,Female,Latin America,Graduate,Farmer,14,34681,71153,36,15.02,Medical,684,0,2,Good,Yes,0.171,1
100343,24,Male,Sub-Saharan Africa,Primary,Farmer,5,27451,14496,6,24.7,Agriculture,788,4,5,Good,Yes,0.044,1
100344,63,Male,Southeast Asia,Secondary,Salaried,24,30298,145873,36,20.89,Education,724,2,1,Poor,Yes,0.401,0
100345,63,Female,South Asia,Postgraduate,Farmer,4,41577,121904,12,27.07,Housing,791,5,0,Poor,Yes,0.244,0
100346,41,Male,Southeast Asia,Primary,Farmer,5,41051,121517,12,27.72,Housing,581,2,0,Average,Yes,0.247,0
100347,57,Male,Latin America,Postgraduate,Self-employed,11,39623,125764,6,22.45,Medical,376,2,3,Poor,No,0.265,1
100348,35,Male,South Asia,Primary,Small Business,4,24740,93941,36,18.44,Medical,794,3,2,Poor,No,0.316,0
100349,48,Female,Southeast Asia,Secondary,Small Business,8,35282,49676,24,16.68,Business,507,5,0,Poor,Yes,0.117,0
100350,62,Male,Southeast Asia,Secondary,Small Business,22,43704,110806,12,14.55,Housing,441,5,0,Good,Yes,0.211,1
100351,25,Male,Southeast Asia,Graduate,Salaried,8,13041,63956,24,19.69,Medical,620,0,4,Good,No,0.409,0
100352,53,Female,South Asia,Primary,Small Business,14,38675,133265,6,19.48,Agriculture,379,3,4,Average,No,0.287,0
100353,24,Male,South Asia,Postgraduate,Self-employed,10,22615,125525,24,12.03,Medical,644,2,1,Poor,Yes,0.463,1
100354,25,Male,South Asia,Postgraduate,Salaried,11,13919,54529,18,23.36,Housing,519,3,4,Good,Yes,0.326,0
100355,23,Male,South Asia,Primary,Self-employed,2,49980,90642,6,17.45,Business,397,0,5,Average,Yes,0.151,0
100356,41,Male,Sub-Saharan Africa,Graduate,Self-employed,18,47001,65164,36,25.56,Medical,387,5,2,Average,No,0.116,0
100357,26,Male,South Asia,Primary,Salaried,27,38685,8452,6,18.3,Agriculture,803,4,0,Poor,No,0.018,1
100358,31,Male,Latin America,Graduate,Small Business,10,47593,12708,6,26.95,Education,781,4,4,Average,No,0.022,0
100359,45,Male,Latin America,Postgraduate,Farmer,10,9502,16317,6,23.29,Education,665,5,5,Good,No,0.143,0
100360,28,Female,Southeast Asia,Secondary,Farmer,18,10919,7766,6,18.64,Agriculture,308,0,0,Good,Yes,0.059,1
100361,48,Male,South Asia,Secondary,Farmer,27,29030,32657,36,20.4,Medical,377,1,3,Good,No,0.094,0
100362,21,Male,South Asia,Primary,Salaried,29,7390,98456,36,18.18,Medical,840,4,2,Average,No,1.11,0
100363,46,Female,South Asia,Secondary,Farmer,7,26088,122090,24,19.05,Education,598,0,1,Average,No,0.39,0
100364,52,Female,Latin America,Graduate,Small Business,4,43698,115094,36,12.84,Business,738,3,3,Good,No,0.219,1
100365,24,Male,Sub-Saharan Africa,Postgraduate,Self-employed,4,18471,133321,6,15.81,Education,312,1,2,Average,No,0.601,1
100366,44,Male,Southeast Asia,Secondary,Small Business,1,28779,148160,24,26.99,Agriculture,376,4,1,Good,Yes,0.429,1
100367,63,Male,Sub-Saharan Africa,Postgraduate,Salaried,28,10458,75477,24,21.1,Business,410,3,1,Poor,Yes,0.601,1
100368,54,Female,Southeast Asia,Graduate,Self-employed,25,16928,81102,24,12.17,Agriculture,558,1,4,Good,Yes,0.399,0
100369,44,Female,South Asia,Secondary,Self-employed,17,13015,87176,24,27.95,Education,787,3,4,Poor,Yes,0.558,1
100370,51,Female,Sub-Saharan Africa,Graduate,Self-employed,11,21300,134434,24,17.43,Education,411,1,2,Good,No,0.526,1
100371,29,Male,Latin America,Graduate,Farmer,1,12642,91517,36,27.1,Business,563,4,3,Good,Yes,0.603,0
100372,35,Female,South Asia,Graduate,Farmer,12,20551,107359,12,27.23,Medical,690,2,1,Good,Yes,0.435,0
100373,49,Male,Southeast Asia,Postgraduate,Salaried,20,41422,8526,6,20.44,Medical,784,3,5,Average,No,0.017,1
100374,30,Female,Latin America,Primary,Farmer,4,15055,80532,24,19.13,Education,746,5,2,Poor,No,0.446,0
100375,33,Female,South Asia,Primary,Self-employed,14,18686,94699,12,18.68,Medical,785,3,0,Poor,No,0.422,0
100376,22,Male,Southeast Asia,Secondary,Self-employed,0,13928,45929,24,19.77,Agriculture,660,1,5,Good,No,0.275,1
100377,34,Female,South Asia,Primary,Self-employed,16,47055,9800,6,21.79,Agriculture,647,1,4,Poor,No,0.017,0
100378,64,Female,South Asia,Secondary,Salaried,15,10118,89674,24,13.9,Medical,685,0,0,Poor,No,0.739,1
100379,61,Female,Latin America,Graduate,Salaried,3,29656,139284,6,23.69,Business,473,4,0,Good,Yes,0.391,0
100380,36,Male,Southeast Asia,Graduate,Farmer,0,30552,27580,6,17.77,Agriculture,304,2,4,Poor,No,0.075,1
100381,24,Female,Sub-Saharan Africa,Secondary,Salaried,20,46162,78712,36,20.15,Agriculture,629,3,4,Good,No,0.142,0
100382,42,Male,Latin America,Secondary,Farmer,10,29130,39037,6,27.16,Agriculture,483,2,4,Good,No,0.112,1
100383,50,Male,Latin America,Graduate,Self-employed,2,49193,47961,6,27.62,Agriculture,832,0,3,Good,No,0.081,0
100384,41,Male,Southeast Asia,Secondary,Small Business,22,36911,102843,24,14.28,Education,557,0,0,Poor,Yes,0.232,0
100385,60,Female,Sub-Saharan Africa,Secondary,Self-employed,8,16573,60388,36,18.54,Agriculture,481,0,3,Good,No,0.304,1
100386,28,Female,Sub-Saharan Africa,Secondary,Farmer,20,21084,116595,6,16.95,Business,673,1,5,Average,No,0.461,0
100387,56,Female,Sub-Saharan Africa,Secondary,Salaried,26,29535,82042,18,15.65,Housing,351,5,4,Average,Yes,0.231,0
100388,35,Male,Sub-Saharan Africa,Secondary,Farmer,19,21184,66644,6,24.65,Agriculture,819,0,0,Average,No,0.262,1
100389,30,Female,Southeast Asia,Postgraduate,Small Business,2,44129,35790,24,14.0,Business,665,2,0,Good,No,0.068,0
100390,52,Male,Southeast Asia,Postgraduate,Farmer,10,47441,107763,18,16.53,Agriculture,337,4,1,Good,Yes,0.189,0
100391,36,Male,Sub-Saharan Africa,Postgraduate,Salaried,1,26895,93617,36,14.24,Business,500,4,5,Average,No,0.29,0
100392,35,Male,Sub-Saharan Africa,Graduate,Self-employed,17,22350,38626,18,20.83,Housing,318,1,4,Average,No,0.144,0
100393,59,Male,Sub-Saharan Africa,Postgraduate,Self-employed,7,10023,101022,24,12.94,Business,839,4,1,Good,Yes,0.84,0
100394,59,Female,Southeast Asia,Primary,Self-employed,28,39139,122350,12,16.93,Medical,384,4,2,Good,Yes,0.261,0
100395,64,Female,South Asia,Primary,Farmer,23,25476,77507,12,27.8,Agriculture,429,2,2,Average,No,0.254,0
100396,21,Male,South Asia,Postgraduate,Farmer,0,30233,13597,24,12.71,Medical,304,1,4,Good,Yes,0.037,0
100397,23,Male,Southeast Asia,Postgraduate,Farmer,9,45585,67781,18,26.57,Agriculture,514,5,2,Good,No,0.124,0
100398,37,Male,South Asia,Primary,Self-employed,0,46949,61123,24,18.24,Agriculture,797,5,3,Average,Yes,0.108,0
100399,32,Female,Latin America,Graduate,Salaried,27,24446,45266,36,17.54,Medical,472,2,1,Poor,Yes,0.154,1
100400,55,Male,Latin America,Graduate,Self-employed,6,29579,51007,36,22.35,Agriculture,546,1,4,Good,No,0.144,0
100401,22,Female,Latin America,Primary,Self-employed,5,14664,47813,36,26.81,Business,330,1,1,Poor,No,0.272,1
100402,55,Male,Latin America,Graduate,Farmer,22,33500,34429,6,15.1,Business,706,2,1,Poor,Yes,0.086,0
